GeneA,GeneB,UniprotA,UniprotB,DataSource
IFNAR1,IRS1,P17181,P35568,IID
IFNAR1,TLR9,P17181,Q9NR96,IID
IFNAR1,CD27,P17181,P26842,IID
IFNAR1,TAB3,P17181,Q8N5C8,IID
IFNAR1,TLR7,P17181,Q9NYK1,IID
IFNAR1,EPS15,P17181,P42566,IID
IFNAR1,CD276,P17181,Q5ZPR3,IID
IFNAR1,IRF7,P17181,Q92985,IID
IFNAR1,RELA,P17181,Q04206,IID
IFNAR1,PRKCD,P17181,Q05655,IID
IFNAR1,TNFRSF1A,P17181,P19438,IID
IFNAR1,IL10,P17181,P22301,IID
IFNAR1,TIGIT,P17181,Q495A1,IID
IFNAR1,PRKACA,P17181,P17612,IID
IFNAR1,PKD1,P17181,P98161,IID
IFNAR1,BTLA,P17181,Q7Z6A9,IID
IFNAR1,IL12B,P17181,P29460,IID
IFNAR1,STAT5B,P17181,P51692,IID
IFNAR1,IL21R,P17181,Q9HBE5,IID
PRKCA,NOS2,P17252,P35228,IID
PRKCA,FASLG,P17252,P48023,IID
PRKCA,SPRED1,P17252,7Z699,IID
JUNB,NOS2,P17275,P35228,IID
JUNB,CREB5,P17275,Q02930,IID
ITGA2,IL6ST,P17301,P40189,IID
ITGA2,NOD2,P17301,Q9HC29,IID
GJA1,ATG16L1,P17302,Q676U5,IID
JUND,NOS2,P17535,P35228,IID
JUND,CREB5,P17535,Q02930,IID
ATF7,NOS2,P17544,P35228,IID
ATF7,CREB5,P17544,Q02930,IID
PRKACA,NOS2,P17612,P35228,IID
CEBPB,NOS2,P17676,P35228,IID
CEBPB,CREB5,P17676,Q02930,IID
CEBPB,NOD2,P17676,Q9HC29,IID
PTPN2,IFNGR2,P17706,P38484,IID
PTPN2,IL6ST,P17706,P40189,IID
PTPN2,PTPN22,P17706,Q9Y2R2,IID
DDX5,JAZF1,P17844,86VZ6,IID
CR1,NOD2,P17927,Q9HC29,IID
LGALS3,IL31RA,P17931,"Q8NI17
",IID
FLT1,IL6ST,P17948,P40189,IID
FLT1,SPRED1,P17948,7Z699,IID
FLT1,IL31RA,P17948,"Q8NI17
",IID
FLT1,NOD2,P17948,Q9HC29,IID
PSMC3,NOS2,P17980,P35228,IID
PSMC3,ATG16L1,P17980,Q676U5,IID
TCP1,NOS2,P17987,P35228,IID
PTPN1,IFNGR2,P18031,P38484,IID
PTPN1,FASLG,P18031,P48023,IID
PTPN1,PTPN22,P18031,Q9Y2R2,IID
RPL7,NOS2,P18124,P35228,IID
GPX2,GPX4,P18283,P36969,IID
PTPRA,FASLG,P18433,P48023,IID
PTPRA,PTPN22,P18433,Q9Y2R2,IID
PDE6G,FASLG,P18545,P48023,IID
RCC1,SPRED1,P18754,7Z699,IID
ATF1,CREB5,P18846,Q02930,IID
ATF3,NOS2,P18847,P35228,IID
ATF3,CREB5,P18847,Q02930,IID
ATF4,NOS2,P18848,P35228,IID
ATF4,GPX4,P18848,P36969,IID
ATF4,CREB5,P18848,Q02930,IID
KRT15,CREB5,P19012,Q02930,IID
KRT15,PTPN22,P19012,Q9Y2R2,IID
CDH2,SPRED1,P19022,7Z699,IID
CDH2,PTPN22,P19022,Q9Y2R2,IID
PLCG1,FASLG,P19174,P48023,IID
PLCG1,PTPN22,P19174,Q9Y2R2,IID
EPOR,IL6ST,P19235,P40189,IID
EPOR,FASLG,P19235,P48023,IID
EPOR,PTPN22,P19235,Q9Y2R2,IID
VCAM1,IL6ST,P19320,P40189,IID
VCAM1,NOD2,P19320,Q9HC29,IID
TNFRSF1A,IFNGR2,P19438,P38484,IID
TNFRSF1A,IL6ST,P19438,P40189,IID
TNFRSF1A,FASLG,P19438,P48023,IID
TNFRSF1A,NOD2,P19438,Q9HC29,IID
TRIM21,NOS2,P19474,P35228,IID
TRIM21,NOD2,P19474,Q9HC29,IID
SLC9A1,JAZF1,P19634,86VZ6,IID
CSNK2A2,NOS2,P19784,P35228,IID
RXRA,FASLG,P19793,P48023,IID
RXRA,JAZF1,P19793,86VZ6,IID
ITIH1,IL6ST,P19827,P40189,IID
NFKB1,NOS2,P19838,P35228,IID
NFKB1,FASLG,P19838,P48023,IID
NFKB1,NOD2,P19838,Q9HC29,IID
CXCL3,NOD2,P19876,Q9HC29,IID
NCF2,NOS2,P19878,P35228,IID
NCF2,NOD2,P19878,Q9HC29,IID
CD33,IL6ST,P20138,P40189,IID
AZU1,IL31RA,P20160,"Q8NI17
",IID
AZU1,NOD2,P20160,Q9HC29,IID
TBP,NOS2,P20226,P35228,IID
CD22,FASLG,P20273,P48023,IID
CD22,PTPN22,P20273,Q9Y2R2,IID
ALOX5AP,NOD2,P20292,Q9HC29,IID
PSMB1,SP140,P20618,Q13342,IID
ITGAL,IL6ST,P20701,P40189,IID
ITGAL,PTPN22,P20701,Q9Y2R2,IID
BCL3,NOS2,P20749,P35228,IID
BCL3,NOD2,P20749,Q9HC29,IID
IL11,IL6ST,P20809,P40189,IID
IL11,IL31RA,P20809,"Q8NI17
",IID
IL11,NOD2,P20809,Q9HC29,IID
COL5A1,FASLG,P20908,P48023,IID
RASA1,IL6ST,P20936,P40189,IID
RASA1,FASLG,P20936,P48023,IID
RASA1,PTPN22,P20936,Q9Y2R2,IID
PDC,ATG16L1,P20941,Q676U5,IID
CD247,FASLG,P20963,P48023,IID
CD247,PTPN22,P20963,Q9Y2R2,IID
FLNA,NOD2,P21333,Q9HC29,IID
NF1,SPRED1,P21359,7Z699,IID
TNFAIP3,NOD2,P21580,Q9HC29,IID
C5AR1,NOD2,P21730,Q9HC29,IID
TBXA2R,FASLG,P21731,P48023,IID
VDAC1,GPX4,P21796,P36969,IID
FGFR2,PTPN22,P21802,Q9Y2R2,IID
ERBB3,IL6ST,P21860,P40189,IID
ERBB3,FASLG,P21860,P48023,IID
ERBB3,PTPN22,P21860,Q9Y2R2,IID
BMP6,IL6ST,P22004,P40189,IID
FBL,GPX4,P22087,P36969,IID
GART,PTPN22,P22102,Q9Y2R2,IID
IL10,IL6ST,P22301,P40189,IID
IL10,IL31RA,P22301,"Q8NI17
",IID
IL10,NOD2,P22301,Q9HC29,IID
GPX3,GPX4,P22352,P36969,IID
NME2,NOS2,P22392,P35228,IID
HNRNPA2B1,ATG16L1,P22626,Q676U5,IID
CBL,FASLG,P22681,P48023,IID
CBL,NOD2,P22681,Q9HC29,IID
CBL,PTPN22,P22681,Q9Y2R2,IID
NR4A1,FASLG,P22736,P48023,IID
ITGA6,ATG16L1,P23229,Q676U5,IID
ME2,PTPN22,P23368,Q9Y2R2,IID
RPS3,NOS2,P23396,P35228,IID
RPS3,JAZF1,P23396,86VZ6,IID
CBLN1,FASLG,P23435,P48023,IID
CBLN1,TNFSF18,P23435,Q9UNG2,IID
JAK1,IFNGR2,P23458,P38484,IID
JAK1,IL6ST,P23458,P40189,IID
JAK1,IL31RA,P23458,"Q8NI17
",IID
JAK1,PTPN22,P23458,Q9Y2R2,IID
PTPRB,IL6ST,P23467,P40189,IID
PTPRB,PTPN22,P23467,Q9Y2R2,IID
PTPRD,PTPN22,P23468,Q9Y2R2,IID
PTPRE,IL6ST,P23469,P40189,IID
PTPRE,FASLG,P23469,P48023,IID
PTPRE,PTPN22,P23469,Q9Y2R2,IID
PTPRG,PTPN22,P23470,Q9Y2R2,IID
PTPRZ1,PTPN22,P23471,Q9Y2R2,IID
SP100,SP140,P23497,Q13342,IID
SP100,NOD2,P23497,Q9HC29,IID
MCC,FASLG,P23508,P48023,IID
TNFSF4,FASLG,P23510,P48023,IID
EIF4B,GPX4,P23588,P36969,IID
CRHBP,UCN,P24387,P55089,IID
IL4R,IL6ST,P24394,P40189,IID
IL4R,IL31RA,P24394,"Q8NI17
",IID
GADD45A,SPRED1,P24522,7Z699,IID
IGFBP5,IL6ST,P24593,P40189,IID
TNC,IFNGR2,P24821,P38484,IID
TNC,IL6ST,P24821,P40189,IID
CXCR2,NOD2,P25025,Q9HC29,IID
COL8A2,FASLG,P25067,P48023,IID
GRK2,FASLG,P25098,P48023,IID
FAS,IFNGR2,P25445,P38484,IID
FAS,FASLG,P25445,P48023,IID
FAS,NOD2,P25445,Q9HC29,IID
DNAJB2,LACC1,P25686,Q8IV20,IID
PSMA1,NOS2,P25786,P35228,IID
PSMA2,NOS2,P25787,P35228,IID
PSMA2,ATG16L1,P25787,Q676U5,IID
PSMA3,NOS2,P25788,P35228,IID
PSMA3,SP140,P25788,Q13342,IID
PSMA3,ATG16L1,P25788,Q676U5,IID
PSMA4,NOS2,P25789,P35228,IID
CD40,IFNGR2,P25942,P38484,IID
CD40,IL6ST,P25942,P40189,IID
CD40,NOD2,P25942,Q9HC29,IID
CD40,PTPN22,P25942,Q9Y2R2,IID
NFKBIA,FASLG,P25963,P48023,IID
NFKBIA,IL23R,P25963,Q5VWK5,IID
NFKBIA,NOD2,P25963,Q9HC29,IID
ITGA3,IL23R,P26006,Q5VWK5,IID
PTX3,NOD2,P26022,Q9HC29,IID
MSN,FASLG,P26038,P48023,IID
MSN,NOD2,P26038,Q9HC29,IID
PTPN3,PTPN22,P26045,Q9Y2R2,IID
KRTAP5-9,CREB5,P26371,Q02930,IID
RPL13,FASLG,P26373,P48023,IID
ACRV1,FASLG,P26436,P48023,IID
CNTF,IL6ST,P26441,P40189,IID
CNTF,IL31RA,P26441,"Q8NI17
",IID
CNTF,NOD2,P26441,Q9HC29,IID
S100A4,NOD2,P26447,Q9HC29,IID
PTBP1,NOS2,P26599,P35228,IID
CD27,FASLG,P26842,P48023,IID
FKBP2,GPX4,P26885,P36969,IID
IL3RA,IL6ST,P26951,P40189,IID
CNTFR,IL6ST,P26992,P40189,IID
CNTFR,IL31RA,P26992,"Q8NI17
",IID
YWHAQ,NOS2,P27348,P35228,IID
MAPK3,CREB5,P27361,Q02930,IID
MAPK3,PTPN22,P27361,Q9Y2R2,IID
CALML3,SP140,P27482,Q13342,IID
CALML3,IL31RA,P27482,"Q8NI17
",IID
ARNT,IL6ST,P27540,P40189,IID
COL8A1,FASLG,P27658,P48023,IID
COL8A1,CREB5,P27658,Q02930,IID
CAD,NOS2,P27708,P35228,IID
CAD,NOD2,P27708,Q9HC29,IID
CALR,PTPN22,P27797,Q9Y2R2,IID
PDE4A,FASLG,P27815,P48023,IID
CANX,ADAM30,P27824,Q9UKF2,IID
PIK3R1,IFNGR2,P27986,P38484,IID
PIK3R1,IL6ST,P27986,P40189,IID
PIK3R1,FASLG,P27986,P48023,IID
PIK3R1,PTPN22,P27986,Q9Y2R2,IID
PSMA5,NOS2,P28066,P35228,IID
PSMA5,SP140,P28066,Q13342,IID
PSMB4,SP140,P28070,Q13342,IID
PSMB5,SP140,P28074,Q13342,IID
ABCD3,LACC1,P28288,Q8IV20,IID
MAPK1,NOS2,P28482,P35228,IID
MAPK1,CREB5,P28482,Q02930,IID
MAPK1,PTPN22,P28482,Q9Y2R2,IID
DUSP1,PTPN22,P28562,Q9Y2R2,IID
PTPRM,FASLG,P28827,P48023,IID
PTPRM,PTPN22,P28827,Q9Y2R2,IID
TNFRSF8,TNFSF18,P28908,Q9UNG2,IID
PTPN4,PTPN22,P29074,Q9Y2R2,IID
CTGF,FASLG,P29279,P48023,IID
EPHA2,FASLG,P29317,P48023,IID
EPHA3,IL6ST,P29320,P40189,IID
EPHA8,IL31RA,P29322,"Q8NI17
",IID
EPHB2,IL6ST,P29323,P40189,IID
EPHB2,FASLG,P29323,P48023,IID
PTPN6,IFNGR2,P29350,P38484,IID
PTPN6,IL6ST,P29350,P40189,IID
PTPN6,FASLG,P29350,P48023,IID
PTPN6,PTPN22,P29350,Q9Y2R2,IID
SHC1,IFNGR2,P29353,P38484,IID
SHC1,IL6ST,P29353,P40189,IID
SHC1,FASLG,P29353,P48023,IID
SHC1,SPRED1,P29353,7Z699,IID
SHC1,PTPN22,P29353,Q9Y2R2,IID
TKT,GPX4,P29401,P36969,IID
IL12A,IL6ST,P29459,P40189,IID
IL12A,IL23R,P29459,Q5VWK5,IID
IL12A,IL31RA,P29459,"Q8NI17
",IID
IL12A,NOD2,P29459,Q9HC29,IID
IL12B,IL6ST,P29460,P40189,IID
IL12B,IL23R,P29460,Q5VWK5,IID
IL12B,IL31RA,P29460,"Q8NI17
",IID
CASP1,ATG16L1,P29466,Q676U5,IID
CASP1,NOD2,P29466,Q9HC29,IID
NOS3,NOS2,P29474,P35228,IID
NOS1,NOS2,P29475,P35228,IID
PML,SP140,P29590,Q13342,IID
TYK2,IFNGR2,P29597,P38484,IID
TYK2,IL6ST,P29597,P40189,IID
TYK2,IL23R,P29597,Q5VWK5,IID
TYK2,PTPN22,P29597,Q9Y2R2,IID
EEF1D,CPEB4,P29692,Q17RY0,IID
OAS2,NOD2,P29728,Q9HC29,IID
CD40LG,FASLG,P29965,P48023,IID
CD40LG,TNFSF18,P29965,Q9UNG2,IID
ERP29,GPX4,P30040,P36969,IID
PRDX6,GPX4,P30041,P36969,IID
PRDX5,GPX4,P30044,P36969,IID
PRDX3,GPX4,P30048,P36969,IID
PRDX3,TNFSF18,P30048,Q9UNG2,IID
PPP2R1A,NOS2,P30153,P35228,IID
PPP2R1A,GPX4,P30153,P36969,IID
PPIF,GPX4,P30405,P36969,IID
NMT1,FASLG,P30419,P48023,IID
AXL,FASLG,P30530,P48023,IID
AXL,PTPN22,P30530,Q9Y2R2,IID
SRI,NOS2,P30626,P35228,IID
GSTT1,GPX4,P30711,P36969,IID
SSTR2,FASLG,P30874,P48023,IID
S100A7,NOS2,P31151,P35228,IID
S100A7,NOD2,P31151,Q9HC29,IID
HOXA7,IL31RA,P31268,"Q8NI17
",IID
HOXA7,NOD2,P31268,Q9HC29,IID
DNAJA1,NOS2,P31689,P35228,IID
AKT1,NOS2,P31749,P35228,IID
AKT1,SPRED1,P31749,7Z699,IID
IL2RG,IFNGR2,P31785,P38484,IID
HNRNPH1,CPEB4,P31943,Q17RY0,IID
CASP14,NOD2,P31944,Q9HC29,IID
YWHAB,GPX4,P31946,P36969,IID
STIP1,NOS2,P31948,P35228,IID
STIP1,GPX4,P31948,P36969,IID
FCGR2B,FASLG,P31994,P48023,IID
L1CAM,NOS2,P32004,P35228,IID
PRDX2,NOS2,P32119,P35228,IID
PRDX2,GPX4,P32119,P36969,IID
GPR183,NOD2,P32249,Q9HC29,IID
ELF1,PTPN22,P32519,Q9Y2R2,IID
CSF2RB,IFNGR2,P32927,P38484,IID
CSF2RB,IL6ST,P32927,P40189,IID
CSF2RB,LACC1,P32927,Q8IV20,IID
CSF2RB,PTPN22,P32927,Q9Y2R2,IID
CD70,FASLG,P32970,P48023,IID
CD70,TNFSF18,P32970,Q9UNG2,IID
TNFSF8,FASLG,P32971,P48023,IID
TNFSF8,TNFSF18,P32971,Q9UNG2,IID
DUT,GPX4,P33316,P36969,IID
CKS2,LACC1,P33552,Q8IV20,IID
CD80,IL6ST,P33681,P40189,IID
CD80,FASLG,P33681,P48023,IID
CD80,IL31RA,P33681,"Q8NI17
",IID
CD80,NOD2,P33681,Q9HC29,IID
S100A3,IL31RA,P33764,"Q8NI17
",IID
HSPA1L,NOD2,P34931,Q9HC29,IID
HSPA4,NOS2,P34932,P35228,IID
HSPA4,ATG16L1,P34932,Q676U5,IID
HSPA4,NOD2,P34932,Q9HC29,IID
MPI,PTPN22,P34949,Q9Y2R2,IID
CNR2,FASLG,P34972,P48023,IID
CNR2,IL31RA,P34972,"Q8NI17
",IID
CRHR1,UCN,P34998,P55089,IID
CTNNA1,GPX4,P35221,P36969,IID
CTNNB1,NOS2,P35222,P35228,IID
CTNNB1,FASLG,P35222,P48023,IID
IL13,IL6ST,P35225,P40189,IID
IL13,IL31RA,P35225,"Q8NI17
",IID
IL13,NOD2,P35225,Q9HC29,IID
BMI1,CPEB4,P35226,Q17RY0,IID
NOS2,CAMK2G,P35228,Q13555,IID
NOS2,STRAP,P35228,Q9Y3F4,IID
NOS2,PRKCZ,P35228,Q05513,IID
NOS2,CCT7,P35228,Q99832,IID
NOS2,PSMD13,P35228,Q9UNM6,IID
NOS2,LYZ,P35228,P61626,IID
NOS2,ARHGDIB,P35228,P52566,IID
NOS2,C1QBP,P35228,Q07021,IID
NOS2,SKP1,P35228,P63208,IID
NOS2,NAP1L1,P35228,P55209,IID
NOS2,PSMC5,P35228,P62195,IID
NOS2,RELA,P35228,Q04206,IID
NOS2,CREBBP,P35228,Q92793,IID
NOS2,IKZF1,P35228,Q13422,IID
NOS2,ARG2,P35228,P78540,IID
NOS2,PTH1R,P35228,Q03431,IID
NOS2,CCT5,P35228,P48643,IID
NOS2,KLF6,P35228,Q99612,IID
NOS2,VCP,P35228,P55072,IID
NOS2,CCT4,P35228,P50991,IID
NOS2,SETD2,P35228,Q9BYW2,IID
NOS2,PARD6A,P35228,Q9NPB6,IID
NOS2,ESR2,P35228,Q92731,IID
NOS2,PPP1R13L,P35228,Q8WUF5,IID
NOS2,YWHAG,P35228,P61981,IID
NOS2,ELAVL1,P35228,Q15717,IID
NOS2,KHSRP,P35228,Q92945,IID
NOS2,DEFA3,P35228,P59666,IID
NOS2,GMPS,P35228,P49915,IID
NOS2,RPS18,P35228,P62269,IID
NOS2,HDAC1,P35228,Q13547,IID
NOS2,PEX5,P35228,P50542,IID
NOS2,CUL5,P35228,Q93034,IID
NOS2,YWHAZ,P35228,P63104,IID
NOS2,PSMB7,P35228,Q99436,IID
NOS2,SQOR,P35228,Q9Y6N5,IID
NOS2,NR4A2,P35228,P43354,IID
NOS2,RCN1,P35228,Q15293,IID
NOS2,HNRNPF,P35228,P52597,IID
NOS2,PLA2G4A,P35228,P47712,IID
NOS2,NOX5,P35228,Q96PH1,IID
NOS2,RPL5,P35228,P46777,IID
NOS2,ELOC,P35228,Q15369,IID
NOS2,SPSB4,P35228,Q96A44,IID
NOS2,YAP1,P35228,P46937,IID
NOS2,REL,P35228,Q04864,IID
NOS2,CSNK2A1,P35228,P68400,IID
NOS2,DOCK2,P35228,Q92608,IID
NOS2,LGALS3BP,P35228,Q08380,IID
NOS2,SMN1;SMN2,P35228,,IID
NOS2,BRCA1,P35228,P38398,IID
NOS2,NR0B2,P35228,Q15466,IID
NOS2,ASPH,P35228,Q12797,IID
NOS2,OPRK1,P35228,P41145,IID
NOS2,UCHL5,P35228,Q9Y5K5,IID
NOS2,TAF4B,P35228,Q92750,IID
NOS2,RUNX2,P35228,Q13950,IID
NOS2,GTF2B,P35228,Q00403,IID
NOS2,HERC1,P35228,Q15751,IID
NOS2,FOSB,P35228,P53539,IID
NOS2,RPL23,P35228,P62829,IID
NOS2,FASN,P35228,P49327,IID
NOS2,HACD3,P35228,Q9P035,IID
NOS2,CLNS1A,P35228,P54105,IID
NOS2,PAG1,P35228,Q9NWQ8,IID
NOS2,RCN2,P35228,Q14257,IID
NOS2,NOXA1,P35228,Q86UR1,IID
NOS2,CYP26C1,P35228,Q6V0L0,IID
NOS2,GUCY1A1,P35228,,IID
NOS2,PSMD6,P35228,Q15008,IID
NOS2,TIMM50,P35228,Q3ZCQ8,IID
NOS2,DNAJA3,P35228,Q96EY1,IID
NOS2,ASCC1,P35228,Q8N9N2,IID
NOS2,RELB,P35228,Q01201,IID
NOS2,ADRM1,P35228,Q16186,IID
NOS2,SNRPD3,P35228,P62318,IID
NOS2,RAC1,P35228,P63000,IID
NOS2,NCKIPSD,P35228,Q9NZQ3,IID
NOS2,COPRS,P35228,Q9NQ92,IID
NOS2,PLEC,P35228,Q15149,IID
NOS2,PCBP1,P35228,Q15365,IID
NOS2,ARHGDIA,P35228,P52565,IID
NOS2,KRT81,P35228,Q14533,IID
NOS2,S100A12,P35228,P80511,IID
NOS2,CYP26B1,P35228,Q9NR63,IID
NOS2,DNAJC7,P35228,Q99615,IID
NOS2,APBA2,P35228,Q99767,IID
NOS2,TRIP6,P35228,Q15654,IID
NOS2,SIRT1,P35228,Q96EB6,IID
NOS2,PRKCE,P35228,Q02156,IID
NOS2,STUB1,P35228,Q9UNE7,IID
NOS2,PSMC2,P35228,P35998,IID
NOS2,CYB5R4,P35228,Q7L1T6,IID
NOS2,SSR4,P35228,P51571,IID
NOS2,PSMC1,P35228,P62191,IID
NOS2,SLC25A3,P35228,Q00325,IID
NOS2,MAPRE3,P35228,Q9UPY8,IID
NOS2,IRF7,P35228,Q92985,IID
NOS2,YBX1,P35228,P67809,IID
NOS2,NFKB2,P35228,Q00653,IID
NOS2,PARP4,P35228,Q9UKK3,IID
NOS2,QPCTL,P35228,Q9NXS2,IID
NOS2,AKTIP,P35228,Q9H8T0,IID
NOS2,PRKDC,P35228,P78527,IID
NOS2,RUNX1,P35228,Q01196,IID
NOS2,IKBKE,P35228,Q14164,IID
NOS2,ACTB,P35228,P60709,IID
NOS2,DICER1,P35228,Q9UPY3,IID
NOS2,SPSB1,P35228,Q96BD6,IID
NOS2,EMD,P35228,P50402,IID
NOS2,ELOB,P35228,Q15370,IID
NOS2,NOTCH1,P35228,P46531,IID
NOS2,HKDC1,P35228,Q2TB90,IID
NOS2,CCT8,P35228,P50990,IID
NOS2,SSBP1,P35228,Q04837,IID
NOS2,ASCC3,P35228,Q8N3C0,IID
NOS2,IRF8,P35228,Q02556,IID
NOS2,CYFIP1,P35228,Q7L576,IID
NOS2,PPP2CA,P35228,P67775,IID
NOS2,ARHGEF4,P35228,Q9NR80,IID
NOS2,RPS3A,P35228,P61247,IID
NOS2,PCBP2,P35228,Q15366,IID
NOS2,NFATC2,P35228,Q13469,IID
NOS2,HSPH1,P35228,Q92598,IID
NOS2,PSMD8,P35228,P48556,IID
NOS2,NOX1,P35228,Q9Y5S8,IID
NOS2,SDF4,P35228,Q9BRK5,IID
NOS2,-,P35228,,IID
NOS2,DDX21,P35228,Q9NR30,IID
NOS2,PSMD4,P35228,P55036,IID
NOS2,ITCH,P35228,Q96J02,IID
NOS2,NOX4,P35228,Q9NPH5,IID
NOS2,RPS4X,P35228,P62701,IID
NOS2,RCOR1,P35228,Q9UKL0,IID
NOS2,PAK2,P35228,Q13177,IID
NOS2,SH3RF1,P35228,Q7Z6J0,IID
NOS2,ASCC2,P35228,Q9H1I8,IID
NOS2,CAMKK1,P35228,Q8N5S9,IID
NOS2,NCOA1,P35228,Q15788,IID
NOS2,PDZK1,P35228,Q5T2W1,IID
NOS2,SPSB2,P35228,Q99619,IID
NOS2,IL2,P35228,P60568,IID
NOS2,PSMD2,P35228,Q13200,IID
NOS2,GUCY1B1,P35228,,IID
NOS2,PTGES3,P35228,Q15185,IID
NOS2,PSMC6,P35228,P62333,IID
NOS2,TUBB6,P35228,Q9BUF5,IID
NOS2,STAT3,P35228,P40763,IID
NOS2,SLC4A8,P35228,Q2Y0W8,IID
NOS2,PSMA6,P35228,P60900,IID
NOS2,DOCK1,P35228,Q14185,IID
NOS2,CCT3,P35228,P49368,IID
NOS2,PSMD7,P35228,P51665,IID
NOS2,CCT6A,P35228,P40227,IID
NOS2,JDP2,P35228,Q8WYK2,IID
NOS2,CAV1,P35228,Q03135,IID
NOS2,HSPA9,P35228,P38646,IID
NOS2,NOS2,P35228,P35228,IID
NOS2,KCNJ1,P35228,P48048,IID
NOS2,PPRC1,P35228,Q5VV67,IID
NOS2,EP300,P35228,Q09472,IID
NOS2,CCT2,P35228,P78371,IID
NOS2,SMAD3,P35228,P84022,IID
NOS2,NCOR2,P35228,Q9Y618,IID
NOS2,HUWE1,P35228,Q7Z6Z7,IID
NOS2,PTGS2,P35228,P35354,IID
NOS2,RPL31,P35228,P62899,IID
NOS2,ALDH3B1,P35228,P43353,IID
NOS2,TNFAIP2,P35228,Q03169,IID
NOS2,IQGAP2,P35228,Q13576,IID
NOS2,STAT2,P35228,P52630,IID
NOS2,SLC7A5,P35228,Q01650,IID
NOS2,P2RY1,P35228,P47900,IID
NOS2,PSMC4,P35228,P43686,IID
NOS2,MAPK11,P35228,Q15759,IID
NOS2,HSPA2,P35228,P54652,IID
NOS2,CRYZ,P35228,Q08257,IID
NOS2,UBA52,P35228,P62987,IID
NOS2,STAT1,P35228,P42224,IID
NOS2,YWHAE,P35228,P62258,IID
NOS2,KPNB1,P35228,Q14974,IID
NOS2,DEFA1;DEFA1B,P35228,,IID
NOS2,RUVBL2,P35228,Q9Y230,IID
NOS2,FAT1,P35228,Q14517,IID
PTPN7,PTPN22,P35236,Q9Y2R2,IID
NF2,FASLG,P35240,P48023,IID
NF2,SPRED1,P35240,7Z699,IID
NF2,IL31RA,P35240,"Q8NI17
",IID
RCVRN,TNFSF18,P35243,Q9UNG2,IID
THBS4,IL6ST,P35443,P40189,IID
DRD3,FASLG,P35462,P48023,IID
IRS1,SPRED1,P35568,7Z699,IID
ACTN2,UCN,P35609,P55089,IID
ACTN2,ATG16L1,P35609,Q676U5,IID
KRT20,NOD2,P35900,Q9HC29,IID
KDR,IL6ST,P35968,P40189,IID
KDR,NOD2,P35968,Q9HC29,IID
KDR,PTPN22,P35968,Q9Y2R2,IID
TRIM23,CREB5,P36406,Q02930,IID
PPP1CC,GPX4,P36873,P36969,IID
FLT3,IL31RA,P36888,"Q8NI17
",IID
TGFBR1,ATG16L1,P36897,Q676U5,IID
LTBR,FASLG,P36941,P48023,IID
SERPINB5,LACC1,P36952,Q8IV20,IID
SERPINB5,IL31RA,P36952,"Q8NI17
",IID
GPX4,PSMD2,P36969,Q13200,IID
GPX4,PGAM4,P36969,Q8N0Y7,IID
GPX4,ERO1B,P36969,Q86YB8,IID
GPX4,ME1,P36969,P48163,IID
GPX4,RRAGA,P36969,Q7L523,IID
GPX4,PSMC1,P36969,P62191,IID
GPX4,SSR2,P36969,P43308,IID
GPX4,TOMM7,P36969,Q9P0U1,IID
GPX4,BCAP31,P36969,P51572,IID
GPX4,GSTO2,P36969,Q9H4Y5,IID
GPX4,ATP6V1F,P36969,Q16864,IID
GPX4,RPL8,P36969,P62917,IID
GPX4,CAP1,P36969,Q01518,IID
GPX4,RPS4X,P36969,P62701,IID
GPX4,-,P36969,,IID
GPX4,GPX8,P36969,Q8TED1,IID
GPX4,TAX1BP1,P36969,Q86VP1,IID
GPX4,FOXM1,P36969,Q08050,IID
GPX4,ILK,P36969,Q13418,IID
GPX4,RNPEP,P36969,Q9H4A4,IID
GPX4,RPS3A,P36969,P61247,IID
GPX4,PIN1,P36969,Q13526,IID
GPX4,OTUD5,P36969,Q96G74,IID
GPX4,TRIM25,P36969,Q14258,IID
GPX4,DLG4,P36969,P78352,IID
GPX4,GPX7,P36969,Q96SL4,IID
GPX4,HSPE1,P36969,P61604,IID
GPX4,VDAC2,P36969,P45880,IID
GPX4,GABARAPL2,P36969,P60520,IID
GPX4,EIF3I,P36969,Q13347,IID
GPX4,GLRX2,P36969,Q9NS18,IID
GPX4,SNRPD2,P36969,P62316,IID
GPX4,PRDX1,P36969,Q06830,IID
GPX4,GPX6,P36969,P59796,IID
GPX4,GSTA3,P36969,Q16772,IID
GPX4,AARS,P36969,P49588,IID
GPX4,RPL29,P36969,P47914,IID
GPX4,AP2S1,P36969,P53680,IID
GPX4,HINT1,P36969,P49773,IID
GPX4,AP2M1,P36969,Q96CW1,IID
GPX4,SKP1,P36969,P63208,IID
GPX4,HSCB,P36969,Q8IWL3,IID
GPX4,CEP170,P36969,Q5SW79,IID
GPX4,PSME2,P36969,Q9UL46,IID
GPX4,PFDN5,P36969,Q99471,IID
GPX4,OTUB1,P36969,Q96FW1,IID
GPX4,TXN2,P36969,Q99757,IID
GPX4,NUTF2,P36969,P61970,IID
GPX4,GSTM5,P36969,P46439,IID
GPX4,ANP32B,P36969,Q92688,IID
GPX4,FKBP1A,P36969,P62942,IID
GPX4,GNG5,P36969,P63218,IID
GPX4,HSD17B10,P36969,Q99714,IID
GPX4,PSMA6,P36969,P60900,IID
GPX4,FANCD2,P36969,Q9BXW9,IID
